Name,smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,logVDss,Fu,PPB,cl-int,t0.5,cl-plasma,BCF,IGC50,LC50FM,LC50DM,f20,f30,f50,hia,MRP1,OATP1B1,OATP1B3,pgp_inh,pgp_sub,BCRP,BSEP,BBB,PAMPA,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-mouse,LM-rat,LM-human,A549,Ames,Carcinogenicity,DILI,EC,EI,FDAMDD,Genotoxicity,H-HT,HEK293,Hematotoxicity,hERG-10um,hERG,Nephrotoxicity-DI,Neurotoxicity-DI,Ototoxicity,Respiratory,ROA,RPMI-8226,SkinSen,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous
Pentazocine,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,285.21,320.7519531,0.88919178,2,1,23.47,2,3,12,2,0,16,0.125,3,1,0.834,4,0.579,64.6,1.749,['-'],['-'],['-'],['-'],0,1,0,0,-3.900379857,3.354264774,3.638504516,157.1123213,310.0956704,9.807846008,7.942132628,-4.608737046,-4.6895272,0.516377819,31.67248962,69.03416698,,2.47608141,23.07393766,1.866590959,4.306682814,5.042000205,5.540549296,0.998678704,0.994182038,0.999970854,3.21E-05,0.992445171,0.493046254,0.201119184,0.186216384,0.984957933,0.43082279,0.358888358,0.999969363,0.055229731,0.000213382,0.997135401,0.008021971,0.528671026,0.001355021,0.000143159,0.385942787,0.834979236,0.000370821,0.999434173,0.999998331,2.30E-08,0.193107396,,,0.083882265,0.122699879,0.349468946,0.463312268,0.091419511,0.228451714,0.848687768,0.570821106,0.280184329,0.607412755,0.358014464,0.241252944,0.635203123,0.308069766,0.241756991,0.701576769,0.480312496,0.858055234,0.483070433,0.053530745,0.920323193,0.003261707,0.012219432,0.033149865,0.001759865,0.948136687,0.00594683,0.000205508,0.092121542,0.050014887,0.026280595,0.000835858,0.025750808,['-'],['-'],['-'],['-'],['-'],['-'],"[(13, 12, 11, 10, 16, 15, 14)]",['-'],0.117,0.005,0.04,0.103,0.003,0.191,0.071
