Name,smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,logVDss,Fu,PPB,cl-int,t0.5,cl-plasma,BCF,IGC50,LC50FM,LC50DM,f20,f30,f50,hia,MRP1,OATP1B1,OATP1B3,pgp_inh,pgp_sub,BCRP,BSEP,BBB,PAMPA,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-mouse,LM-rat,LM-human,A549,Ames,Carcinogenicity,DILI,EC,EI,FDAMDD,Genotoxicity,H-HT,HEK293,Hematotoxicity,hERG-10um,hERG,Nephrotoxicity-DI,Neurotoxicity-DI,Ototoxicity,Respiratory,ROA,RPMI-8226,SkinSen,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous
Dextrometorphan,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,271.19,297.5359679,0.91145283,2,0,12.47,1,4,12,2,0,20,0.05,3,1,0.776,3,0.667,77,1.146,['-'],['-'],['-'],['-'],0,1,0,0,-3.687451895,2.831676486,3.174457522,148.8926008,294.7477908,10.12929457,8.270911227,-4.662895215,-4.951823284,0.878638725,13.62769405,80.79207691,,3.409756397,15.5949413,2.444039029,4.11159991,4.602343293,4.954098319,0.98915856,0.960662905,0.999846477,3.58E-07,0.99784112,0.00013418,4.07E-06,4.95E-05,0.983971715,0.17921941,0.036454201,0.999980807,0.000154465,0.000355398,0.999833345,0.006787916,0.999999762,5.41E-05,0.921465278,0.884839892,0.999814928,0.026494442,0.986134231,0.995296896,0.998657584,0.000128246,,,0.093990244,0.185501635,0.551122427,0.591533184,0.190060824,0.030901663,0.552794099,0.764471471,0.590783,0.577556014,0.355800092,0.422219455,0.648968577,0.501997411,0.61704278,0.867866635,0.365248054,0.91858238,0.668212652,0.082020618,0.483178467,0.730202675,0.001819699,0.017774554,0.01344913,0.10915494,0.000477079,2.27E-05,0.00549497,0.0307598,0.007893,9.88E-05,0.117591478,['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],0.282,0.002,0.115,0.064,0.125,0.07,0.615
